text,actual_category,predicted_category,confidence
"Modifikasyon ajoute yon nouvo varyasyon jenetik, epi seleksyon an retire l nan ansanm varyasyon afiche an.",science/technology,science/technology,0.2616885304450989
Bonm fisyon an fonksyone sou prensip li dwe gen enèji pou rasanble yon nwayo avèk plizyè pwoton ak netwon.,science/technology,science/technology,0.3647448718547821
Nwayo a fòme ak de patikil - netwon yo ak pwoton yo.,science/technology,geography,0.316693514585495
Sa te pèmèt objektiv zoum yo pwodwi imaj ki gen yon kalite konparab ak sa nou jwenn avèk objektif ki gen longè fokal fiks yo.,science/technology,travel,0.7036734223365784
"Yo siperyè ak proxy web pou plizyè rezon: Yo oryante ankò tout trafik entènèt la, pa sèlman http a.",science/technology,politics,0.24649757146835327
Konsepsyon entèraktif la egzije pou ta reevalye ipotèz sou pwodiksyon medya yo epi tou aprann panse yon fason non lineyè.,science/technology,politics,0.26087868213653564
"Sa te vin yon pratik nòmal, men fè a te lakoz plis pwoblèm sou kawoutchou an bwa wagon yo.",science/technology,travel,0.3081400394439697
"Fyète yo fèt ak twa mal granmoun nan menm fanmi, epi yon trantèn femèl ak ti ous yo.",science/technology,health,0.27687546610832214
"Kwake IA gen yon gwo konotasyon ki fò ak syans fiksyon, IA fòme yon branch enpòtan nan syans enfòmatik, ki trete konpòtman, aprantisaj epi entèlijans nan on machin.",science/technology,sports,0.56526780128479
Rapò a aspè nan fòma sa a (divize pa douz pou jwenn rapò nonb antye ki pi senp lan) Se poutèt sa te di yo dwe 3: 2.,science/technology,science/technology,0.29847127199172974
"Yon telefòn satelit nòmalman pa ranplase yon telefòn pòtab, paske ou dwe rete deyò epi jwenn yon bon vizyon sou satelit la pou fè yon apèl telefonik.",science/technology,travel,0.2592845559120178
"Menmsi charyo yo te fèt sèlman ak planch bwa paralèl, yo te pèmèt chwal ki tap trennen yo a atenn pi gwo vitès epi pote pi gwo chay nan wout ki difisil pandan jounen an.",science/technology,health,0.4666316509246826
"Moun yo konnen eleman chimik natirèl yo tankou lò, ajan ak kwiv depi Antikite, paske yo tout kapab dekouvri yo nan nati a sou fòm natirèl yo epi yo senp anpil pou ekstrè yo avèk zouti akayik yo.",science/technology,health,0.34223613142967224
Kawoutchou te chanje mond lan yon fason enkwayab. Pi gwo bagay kawoutchou a te fè pou nou se ban nou yon transpò ki pi fasil epi pi rapid.,science/technology,travel,0.5458589792251587
Sa fèt pou asire imaj la kouvri tout ekran an. Se sa nou rele overscan lan.,science/technology,science/technology,0.23111557960510254
Sou maren alman yo te rele U-Boats. Alman yo te fò nan navigasyon anpil ak fonksyonnman sou maren yo a.,science/technology,travel,0.5814523696899414
"Menmsi eta fizik li ta ka chanje, eta chimik li rete menm jan an.",science/technology,science/technology,0.3138846158981323
Tansyon sipefisyel rive paske molekil dlo yo nan sifas dlo a fòtman atire youn ak lòt plis pase yo nan molekil lè ki sou tet yo.,science/technology,travel,0.35997283458709717
Youn nan pwoblèm yo souvan konfwonte lè konvèsyon yon fim nan fòma DVD se pwoblèm overscan lan.,science/technology,health,0.3381192088127136
"An patikilye, yo pretann yo ka wè si yon moun ap bay manti lè yo fè entèpretasyon mikwo ekspresyon yo korèkteman.",science/technology,travel,0.24330005049705505
Lò kapab transfòme sou tout fòm yo. Li kapab woule nan ti fòm yo.,science/technology,science/technology,0.27819308638572693
"Se sistèm EA kounye a yo souvan itilize nan plan yo nan ekonomi, medikaman, jeni ak militè a, menm jan te bati nan plizyè òdinatè lakay ak aplikasyon pou lojisyèl jwèt videyo.",science/technology,politics,0.3675837814807892
"Jiska prezan yo toujou fèl, men fòma imaj la te vin transmèt a fòma kaptè imaj aparèy nimerik.",science/technology,science/technology,0.2538112699985504
"Règ twazyèm yo, malmennen anpil epi souvan ridikilize se yon senp liy direktris ki kreye rit lan tout pandan l kenbe kèk lòd nan yon imaj.",science/technology,politics,0.49045512080192566
"Sa konfime pa sèlman omwen kèk dinozò te gen plim, yon teyori ki deja gaye anpil, men bay detay fosil yo pa kapab jeneralman bay, tankou koulè ak dispozisyon tridimansyonèl.",science/technology,travel,0.3679615259170532
"Kòman gravite Io a te atire m? Si ou mete w nan sifas Io a, w ap peze mwens pwa pase sou Tè a.",science/technology,science/technology,0.5510380864143372
"NextGen se yon sistèm selon FAA ki ap pèmèt avyon yo vole sou wout ki pi kout yo, ekonomize plizyè milyon galon gaz chak lane epi redwi emisyon kabòn yo.",science/technology,travel,0.33001938462257385
Done newobiyolojik yo bay prèv fizik pou yon apwòch teyorik etid konesans lan. Yo pèmèt redwi domèn rechèch ak rann li pi egzat anpil.,science/technology,science/technology,0.34919843077659607
"Pandan diskou li an 2èd tan, li te deklare: ""Jodi a, Apple pral reyenvante telefòn nan, nou pral antre nan listwa jodi a"".",science/technology,science/technology,0.2893100678920746
Andikap zoum yo se difikilte fokalizasyon an ak kantite eleman obligatwa pou jwenn yon gam distans fokal ki pi enpòtan pou objektif prensipal yo.,science/technology,travel,0.2413579225540161
"Sanble ak yon remòt televizyon, kontwolè a itilize de kaptè plase tou prè televizè itilizatè a pou triyangile pozisyon l nan espas tridimansyonèl la.",science/technology,science/technology,0.306162565946579
. Syantifik yo di plimaj animal sa te mawon chaten sou anlè epi koulè pal oswa kawotenoyid sou anba.,science/technology,health,0.3759269118309021
"De konpoze yo reyaji youn avèk lòt pou fòme kristal yo ki kapab bloke fonksyon renal la, se sa kèk chèchè nan inivèsite a te deklare..",science/technology,health,0.5034373998641968
Sa bay yon rezolisyon prèske kat fwa siperyè ak pa yon negatif 35 mm (3136 mm2 kont 864).,science/technology,health,0.5510099530220032
"Gras ak lyen kab fib optik anba lanmè nan Ewòp ak satelit bande, Greenland byen konekte ak 93% nan popilasyon an ki gen aksè entènèt.",science/technology,travel,0.3893335163593292
"Youn nan aplikasyon ki pi enpòtan nan kategori sa se Google Translate, ki pèmèt tradiksyon san pa an liy aprè w fin telechaje done lengistik ou swete yo.",science/technology,geography,0.25692856311798096
"Li gen menm estrikti molekilè, ke yon gaz, yon likid oubyen solid.",science/technology,health,0.5099097490310669
"Itilizasyon anrejistreman videyo a te mennen ak kèk dekouvèt enpòtan nan entèpretasyon mikwo ekspresyon yo, mouvman vizaj yo ki dire kèk milisegond yo.",science/technology,geography,0.30409500002861023
Lòm fabrike epi itilize lantiy pou agrandisman depi plizyè milye lane.,science/technology,geography,0.27607986330986023
"An fèt li pa fini, eksperimantasyon ak eksperyans se yon tès ki pèmèt nou elimine yonn ou plizyè ipotèz posib, poze kesyon ak fè obsèvasyon ede tou nan rechèch syantifik.",science/technology,science/technology,0.4243351221084595
"Finalman, kawoutchou an bwa yo te ranplase pa kawoutchou an fè yo. An 1767, premye ray an fè yo te parèt.",science/technology,science/technology,0.3211532533168793
"Si majorite kat yo pèmèt pou rele tout kote, kèk nan yo espesyalize nan òf tarif favorab ak kèk gwoup peyi espesifik.",science/technology,politics,0.28293922543525696
Pi fò teleskòp rechèch modèn yo son pakèt bann enstalasyon nan yon bann rejyon lwen ki favorab ak kondisyon atmosferik.,science/technology,science/technology,0.3956619203090668
